season,year,scheme,state,district,crop,insurance_comp,sum_insured,farmer_share,acturial_rate,cut_off_date,area,premium_paid_farmer,premium_paid_goi
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Haryana,Palwal,Barley (Jau),Bajaj Allianz General Insurance Co. Ltd,33500,1.5,5,"12/31/2017, 1:29:59 PM",1,502.5,1172.5
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Kerala,Pathanamthitta,Banana,AGRICULTURE INSURANCE COMPANY,300000,2,2,"9/15/2019, 2:29:59 PM",1,6000,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Haryana,Karnal,Mustard,SBI GENERAL INSURANCE,38000,1.5,6.2446,"12/31/2018, 1:29:59 PM",1,570,1802.948
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Assam,Goalpara,Paddy - Summer,AGRICULTURE INSURANCE COMPANY,60100,1.5,2.25,"1/31/2019, 1:29:59 PM",1,901.5,450.75
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Assam,Bongaigaon,Paddy - Sali,NATIONAL INSURANCE COMPANY LIMITED,59740,2,9.82,"8/31/2018, 2:29:59 PM",1,1194.8,4671.668
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Uttar Bastar Kanker,Mustard,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,13000,1.5,22,"12/31/2018, 1:29:59 PM",1,195,2665
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Bihar,Pashchim Champaran,Paddy (Dhan),AGRICULTURE INSURANCE COMPANY,53500,2,19.5,"7/30/2017, 2:30:00 PM",1,1070,9362.5
Kharif,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Jabalpur,Chillies,HDFC ERGO GENERAL INSURANCE CO. LTD.,68185,5,10,"8/15/2018, 2:29:59 PM",1,3409.25,3409.25
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Jamnagar,Groundnut (Pea Nut) - Summer,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,50000,1.5,1.52,"3/15/2019, 2:29:59 PM",1,750,10.000000000000009
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Singrauli,Mustard,AGRICULTURE INSURANCE COMPANY,30125,1.5,4.3,"1/16/2019, 2:59:59 AM",1,451.875,843.5
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Ahmadabad,Cotton (Kapas) - IR,AGRICULTURE INSURANCE COMPANY,75000,5,10,"7/17/2018, 2:29:59 PM",1,3750,3750
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Jashpur,Paddy - IR,AGRICULTURE INSURANCE COMPANY,34000,2,6,"8/7/2018, 2:29:59 PM",1,680,1360
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Jashpur,Groundnut (Pea Nut),AGRICULTURE INSURANCE COMPANY,32000,2,20,"8/7/2018, 2:29:59 PM",1,640,5760
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Karimnagar,Maize (Makka),AGRICULTURE INSURANCE COMPANY,62500,1.5,2.5,"12/15/2018, 1:29:59 PM",1,937.5,625
Kharif,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Bhopal,Brinjal,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,63200,5,24.7,"8/15/2018, 2:29:59 PM",1,3160,12450.4
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Jhansi,Black Gram (Urad),NEW INDIA ASSURANCE COMPANY,19675,2,25,"7/30/2017, 2:30:00 PM",1,393.5,4525.25
Rabi,2018,Weather Based Crop Insurance Scheme,Rajasthan,Jhalawar,Onion,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,90000,5,15,"12/31/2018, 1:29:59 PM",1,4500,9000
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Haryana,Fatehabad,Wheat,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,66500,1.5,3,"12/31/2018, 1:29:59 PM",1,997.5,997.5
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Aligarh,Potato,RELIANCE GENERAL INSURANCE CO. LTD.,106330,3.5,3.5,"12/31/2018, 1:29:59 PM",1,3721.55,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Agra,Potato,SBI GENERAL INSURANCE,105499,4.5,4.5,"12/31/2018, 1:29:59 PM",1,4747.455,0
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Assam,Goalpara,Jute,AGRICULTURE INSURANCE COMPANY,56630,3,3,"7/30/2017, 2:30:00 PM",1,1698.9,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Bhavnagar,Onion,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,54000,4,4,"12/31/2018, 1:29:59 PM",1,2160,0
Rabi,2017,Weather Based Crop Insurance Scheme,Andhra Pradesh,Prakasam,Mango - 5 To 15 Years,AGRICULTURE INSURANCE COMPANY,45000,5,18,"12/15/2017, 1:29:59 PM",1,2250,5850
Rabi,2018,Weather Based Crop Insurance Scheme,Kerala,Kollam,Snake Gourd,AGRICULTURE INSURANCE COMPANY,40000,5,48,"1/31/2019, 1:29:59 PM",1,2000,17200
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Haryana,Gurgaon,Wheat,Bajaj Allianz General Insurance Co. Ltd,60500,1.5,5,"12/31/2017, 1:29:59 PM",1,907.5,2117.5
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Kasganj,Potato,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,111425,2.03,2.03,"12/31/2018, 1:29:59 PM",1,2261.9275,0
Rabi,2017,Weather Based Crop Insurance Scheme,Himachal Pradesh,Shimla,Mango - 10 To 40 Years,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,620,5,12,"12/31/2017, 1:29:59 PM",1,31,43.4
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Jhunjhunu,Green Gram (Moong),TATA AIG GENERAL INSURANCE CO. LTD.,42000,2,18.42,"8/3/2018, 2:29:59 PM",1,840,6896.4000000000015
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,The Dangs,Wheat - IR,UNITED INDIA INSURANCE CO.,30000,1.5,20,"12/31/2018, 1:29:59 PM",1,450,5550
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Gir Somnath,Cotton (Kapas) - IR,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,85000,2,2,"7/17/2018, 2:29:59 PM",1,1700,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Allahabad,Bengal Gram (Chana),TATA AIG GENERAL INSURANCE CO. LTD.,31441,1.5,16.08,"12/31/2018, 1:29:59 PM",1,471.615,4584.0978
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Medak,Paddy (Dhan),AGRICULTURE INSURANCE COMPANY,85000,2,4.5,"8/31/2018, 2:29:59 PM",1,1700,2125
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Kerala,Pathanamthitta,Tapioca,AGRICULTURE INSURANCE COMPANY,125000,2,2,"7/30/2017, 2:30:00 PM",1,2500,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Gujarat,Sabar Kantha,Pearl Millet (Bajra),AGRICULTURE INSURANCE COMPANY,23000,2,10,"7/15/2019, 2:29:59 PM",1,460,1840
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Bhadohi,Pearl Millet (Bajra),BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,24140,2,2,"7/31/2019, 2:29:59 PM",1,482.8,0
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Assam,Golaghat,Black Gram (Urad),ICICI LOMBARD GENERAL INSURANCE CO. LTD.,30970,2,3.98,"7/30/2017, 2:30:00 PM",1,619.4,613.206
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Kerala,Idukki,Tapioca - Rabi -I,AGRICULTURE INSURANCE COMPANY,137000,3,3,"1/15/2018, 1:29:59 PM",1,4110,0
Rabi,2018,Weather Based Crop Insurance Scheme,Kerala,Malappuram,Paddy - Summer,AGRICULTURE INSURANCE COMPANY,80000,1.5,29,"1/31/2019, 1:29:59 PM",1,1200,22000
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Ratlam,Black Gram (Urad),ICICI LOMBARD GENERAL INSURANCE CO. LTD.,30000,2,2,"8/15/2017, 2:30:00 PM",1,600,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Ballia,Pigeon Pea (Red Gram/Arhar/Tur),NATIONAL INSURANCE COMPANY LIMITED,24000,2,4.5,"7/31/2019, 2:29:59 PM",1,480,600
Kharif,2018,Weather Based Crop Insurance Scheme,Rajasthan,Ajmer,Onion,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,177000,5,20,"8/3/2018, 2:29:59 PM",1,8850,26550
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Jaunpur,Mustard,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,38381,1.5,10.5,"12/31/2018, 1:29:59 PM",1,575.715,3454.29
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Kerala,Idukki,Banana,AGRICULTURE INSURANCE COMPANY,500000,3,3,"1/15/2018, 1:29:59 PM",1,15000,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Janjgir - Champa,Mustard,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,17000,1.5,12,"12/31/2018, 1:29:59 PM",1,255,1785
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Surat,Cotton (Kapas) - RF,RELIANCE GENERAL INSURANCE CO. LTD.,21000,5,10,"7/17/2018, 2:29:59 PM",1,1050,1050
Kharif,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Katni,Tomato,HDFC ERGO GENERAL INSURANCE CO. LTD.,63200,5,8.8,"8/15/2018, 2:29:59 PM",1,3160,2401.6000000000004
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Barmer,Cumin,AGRICULTURE INSURANCE COMPANY,31442,5,9,"12/31/2017, 1:29:59 PM",1,1572.1,1257.68
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Shahjahanpur,Lentil (Masur),TATA AIG GENERAL INSURANCE CO. LTD.,31922,1.5,11.6,"12/31/2017, 1:29:59 PM",1,478.83,3224.1220000000003
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Bulandshahr,Paddy (Dhan),RELIANCE GENERAL INSURANCE CO. LTD.,54864,2,3,"7/31/2018, 2:29:59 PM",1,1097.28,548.64
Rabi,2018,Weather Based Crop Insurance Scheme,Kerala,Kollam,Banana,AGRICULTURE INSURANCE COMPANY,175000,5,18,"1/31/2019, 1:29:59 PM",1,8750,22750
Rabi,2017,Weather Based Crop Insurance Scheme,Himachal Pradesh,Chamba,Mango - More than 40 Years,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,500,5,65,"12/31/2017, 1:29:59 PM",1,25,300
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Haryana,Panchkula,Barley (Jau),ICICI LOMBARD GENERAL INSURANCE CO. LTD.,33500,1.5,1.5,"12/31/2017, 1:29:59 PM",1,502.5,0
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Etah,Paddy (Dhan),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,49061,2,6.27,"7/30/2017, 2:30:00 PM",1,981.22,2094.9046999999996
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Gujarat,Mahesana,Fennel,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,35000,5,5,"12/31/2017, 1:29:59 PM",1,1750,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Balrampur,Maize (Makka),HDFC ERGO GENERAL INSURANCE CO. LTD.,18000,2,2,"7/31/2019, 2:29:59 PM",1,360,0
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Raipur,Onion,Bajaj Allianz General Insurance Co. Ltd,75000,5,24,"12/31/2017, 1:29:59 PM",1,3750,14250
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Haryana,Panchkula,Wheat,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,60500,1.5,3.75,"12/31/2017, 1:29:59 PM",1,907.5,1361.25
Rabi,2018,Weather Based Crop Insurance Scheme,Kerala,Kozhikode,Paddy - II,AGRICULTURE INSURANCE COMPANY,80000,1.5,24,"1/31/2019, 1:29:59 PM",1,1200,18000
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Krishna,Sugarcane - Seasonal/suru/plant,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,175000,2,2,"7/31/2019, 2:29:59 PM",1,3500,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Jharkhand,Ramgarh,Paddy (Dhan),ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,46988,2,16,"7/31/2019, 2:29:59 PM",1,939.76,6578.32
Kharif,2019,Weather Based Crop Insurance Scheme,Chhattisgarh,Balod,Papaya,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,110000,5,15,"7/31/2019, 2:29:59 PM",1,5500,11000
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Barmer,Isabgol,AGRICULTURE INSURANCE COMPANY,32169,5,12.5,"12/31/2017, 1:29:59 PM",1,1608.45,2412.675
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Assam,Bongaigaon,Wheat,AGRICULTURE INSURANCE COMPANY,44600,1.5,5.1,"12/31/2017, 1:29:59 PM",1,669,1605.5999999999997
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Singrauli,Sorghum (Jowar/Great Millet),AGRICULTURE INSURANCE COMPANY,23923,2,10.4,"8/15/2017, 2:30:00 PM",1,478.46,2009.5320000000002
Rabi,2018,Weather Based Crop Insurance Scheme,Kerala,Wayanad,Paddy - Summer,AGRICULTURE INSURANCE COMPANY,80000,1.5,14,"1/31/2019, 1:29:59 PM",1,1200,10000
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Bundi,Coriander,UNITED INDIA INSURANCE CO.,37614,5,14.5,"12/31/2017, 1:29:59 PM",1,1880.7,3573.33
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Jalaun,Paddy (Dhan),Bajaj Allianz General Insurance Co. Ltd,35753,2,5,"7/30/2017, 2:30:00 PM",1,715.06,1072.59
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Pune,Sorghum (Jowar/Great Millet),UNITED INDIA INSURANCE CO.,24000,2,16.98,"8/3/2017, 2:30:00 PM",1,480,3595.2
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Hoshangabad,Paddy - IR,AGRICULTURE INSURANCE COMPANY,40000,2,3,"8/15/2017, 2:30:00 PM",1,800,400
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Meghalaya,Ribhoi,Paddy - Sali,AGRICULTURE INSURANCE COMPANY,45319,2,3.5,"8/31/2019, 2:29:59 PM",1,906.38,679.785
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Bulandshahr,Pigeon Pea (Red Gram/Arhar/Tur),RELIANCE GENERAL INSURANCE CO. LTD.,36571,2,5.2,"7/30/2017, 2:30:00 PM",1,731.42,1170.2720000000002
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Assam,Darrang,Paddy - Aahu,HDFC ERGO GENERAL INSURANCE CO. LTD.,60770,2,5.43,"7/30/2017, 2:30:00 PM",1,1215.4,2084.4109999999996
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Kamareddy,Paddy (Dhan),NATIONAL INSURANCE COMPANY LIMITED,85000,2,3.99,"8/31/2018, 2:29:59 PM",1,1700,1691.5000000000002
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Kasganj,Wheat,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,53595,1.5,5.06,"12/31/2018, 1:29:59 PM",1,803.925,1907.9819999999997
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Lucknow,Paddy (Dhan),Bajaj Allianz General Insurance Co. Ltd,44377,2,5,"7/30/2017, 2:30:00 PM",1,887.54,1331.31
Kharif,2019,Weather Based Crop Insurance Scheme,Maharashtra,Nashik,Guava,SBI GENERAL INSURANCE,55000,5,10.49,"6/14/2019, 2:29:59 PM",1,2750,3019.5
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Kerala,Pathanamthitta,Paddy - II,AGRICULTURE INSURANCE COMPANY,80000,1.5,3,"1/31/2019, 1:29:59 PM",1,1200,1200
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Palghar,Black Gram (Urad),AGRICULTURE INSURANCE COMPANY,19000,2,10,"7/31/2019, 2:29:59 PM",1,380,1520
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Durg,Tomato,Bajaj Allianz General Insurance Co. Ltd,60000,5,16,"12/31/2017, 1:29:59 PM",1,3000,6600
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Muzaffarnagar,Potato,NEW INDIA ASSURANCE COMPANY,84147,5,15,"12/31/2018, 1:29:59 PM",1,4207.35,8414.7
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Etawah,Pigeon Pea (Red Gram/Arhar/Tur),TATA AIG GENERAL INSURANCE CO. LTD.,62173,2,5,"7/31/2018, 2:29:59 PM",1,1243.46,1865.19
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Haryana,Ambala,Wheat,SBI GENERAL INSURANCE,66500,1.5,4.5008,"12/31/2018, 1:29:59 PM",1,997.5,1995.532
Kharif,2018,Weather Based Crop Insurance Scheme,Maharashtra,Amravati,Mosambi (sweet lime),NEW INDIA ASSURANCE COMPANY,77000,5,16.76,"6/14/2018, 2:29:59 PM",1,3850,9055.2
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Nagarkurnool,Rice,AGRICULTURE INSURANCE COMPANY,75000,1.5,2.5,"12/31/2018, 1:29:59 PM",1,1125,750
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Haryana,Rewari,Wheat,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,60500,1.5,1.5,"12/31/2017, 1:29:59 PM",1,907.5,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Bareilly,Sesame (Gingelly/Til)/Sesamum,NEW INDIA ASSURANCE COMPANY,15200,2,5,"7/31/2019, 2:29:59 PM",1,304,456
Kharif,2019,Weather Based Crop Insurance Scheme,Chhattisgarh,Balod,Guava,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,40000,5,15,"7/31/2019, 2:29:59 PM",1,2000,4000
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Odisha,Subarnapur,Black Gram (Urad),ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,22500,1.5,1.5,"12/31/2018, 1:29:59 PM",1,337.5,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Ajmer,Rocket Salad (Taramira),TATA AIG GENERAL INSURANCE CO. LTD.,20000,1.5,24.27,"12/31/2018, 1:29:59 PM",1,300,4554
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Bareilly,Black Gram (Urad),NEW INDIA ASSURANCE COMPANY,30257,2,6,"7/31/2019, 2:29:59 PM",1,605.14,1210.28
Rabi,2018,Weather Based Crop Insurance Scheme,Kerala,Palakkad,Banana,AGRICULTURE INSURANCE COMPANY,175000,5,18,"1/31/2019, 1:29:59 PM",1,8750,22750
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Telangana,Nalgonda,Rice,AGRICULTURE INSURANCE COMPANY,85000,2,2.5,"8/31/2019, 2:29:59 PM",1,1700,425
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Gujarat,Sabar Kantha,Paddy - IR,AGRICULTURE INSURANCE COMPANY,38000,2,5,"7/15/2019, 2:29:59 PM",1,760,1140
Rabi,2018,Weather Based Crop Insurance Scheme,Andhra Pradesh,Anantapur,Banana,AGRICULTURE INSURANCE COMPANY,100000,5,9,"12/15/2018, 1:29:59 PM",1,5000,4000
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Alwar,Bengal Gram (Chana),Bajaj Allianz General Insurance Co. Ltd,38469,1.5,6,"12/31/2017, 1:29:59 PM",1,577.035,1731.105
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Jharkhand,Pashchimi Singhbhum,Paddy (Dhan),ORIENTAL INSURANCE,60021,2,8.44,"7/30/2017, 2:30:00 PM",1,1200.42,3865.3523999999998
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Krishna,Pigeon Pea (Red Gram/Arhar/Tur),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,45000,2,11,"7/31/2019, 2:29:59 PM",1,900,4050
Kharif,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Neemuch,Orange,HDFC ERGO GENERAL INSURANCE CO. LTD.,81900,5,6.21,"8/15/2018, 2:29:59 PM",1,4095,990.99
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Etawah,Paddy (Dhan),TATA AIG GENERAL INSURANCE CO. LTD.,60039,2,3.5,"7/31/2018, 2:29:59 PM",1,1200.78,900.585
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Haryana,Mewat,Wheat,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,66500,1.5,2.95,"12/31/2018, 1:29:59 PM",1,997.5,964.2500000000001
Rabi,2018,Weather Based Crop Insurance Scheme,Chhattisgarh,Surguja,Potato,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,110000,5,15,"12/31/2018, 1:29:59 PM",1,5500,11000
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Jharkhand,Jamtara,Paddy (Dhan),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,54362,2,12.74,"7/30/2017, 2:30:00 PM",1,1087.24,5838.4788
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Sikkim,South District,Maize (Makka),SBI GENERAL INSURANCE,37410,2,2.07,"8/14/2017, 2:30:00 PM",1,748.2,26.18699999999994
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Haryana,Kaithal,Cotton (Kapas),ICICI LOMBARD GENERAL INSURANCE CO. LTD.,69000,2,17.62,"7/30/2017, 2:30:00 PM",1,1380,10777.8
Rabi,2017,Weather Based Crop Insurance Scheme,Himachal Pradesh,Sirmaur,Citrus - 5 To 10 Years,RELIANCE GENERAL INSURANCE CO. LTD.,240,5,8,"2/14/2018, 1:29:59 PM",1,12,7.2
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Dewas,Wheat - IR,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,32000,1.5,9.8,"1/16/2019, 2:59:59 AM",1,480,2656
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Jharkhand,Godda,Maize (Makka),ORIENTAL INSURANCE,37806,0.5,0.5,"7/30/2017, 2:30:00 PM",1,189.03,0
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Kerala,Pathanamthitta,Banana,AGRICULTURE INSURANCE COMPANY,500000,2.1,2.1,"7/30/2017, 2:30:00 PM",1,10500,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Haryana,Sirsa,Cotton (Kapas),AGRICULTURE INSURANCE COMPANY,76600,2,16,"7/15/2019, 2:29:59 PM",1,1532,10724
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Kerala,Kottayam,Paddy - Autumn,AGRICULTURE INSURANCE COMPANY,82500,2,4,"7/30/2017, 2:30:00 PM",1,1650,1650
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Odisha,Anugul,Groundnut (Pea Nut),NATIONAL INSURANCE COMPANY LIMITED,45000,1.5,6.7,"12/31/2017, 1:29:59 PM",1,675,2340
Kharif,2019,Weather Based Crop Insurance Scheme,Telangana,Suryapet,Cotton (Kapas),AGRICULTURE INSURANCE COMPANY,87500,5,15,"7/15/2019, 2:29:59 PM",1,4375,8750
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Valsad,Black Gram (Urad),RELIANCE GENERAL INSURANCE CO. LTD.,27000,2,5,"7/17/2018, 2:29:59 PM",1,540,810
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Barwani,Wheat - IR,AGRICULTURE INSURANCE COMPANY,35000,1.5,2.5,"1/16/2019, 2:59:59 AM",1,525,350
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,West Bengal,Uttar Dinajpur,Paddy - Aman,AGRICULTURE INSURANCE COMPANY,65875,0,1.5,"7/30/2017, 2:30:00 PM",1,0,988.125
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Jhansi,Pea,NEW INDIA ASSURANCE COMPANY,52506,1.5,15,"12/31/2018, 1:29:59 PM",1,787.59,7088.31
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Mahoba,Green Gram (Moong),Bajaj Allianz General Insurance Co. Ltd,16327,2,7.2,"7/30/2017, 2:30:00 PM",1,326.54,849.0040000000001
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Betul,Paddy - IR,AGRICULTURE INSURANCE COMPANY,28000,2,19.1,"8/15/2017, 2:30:00 PM",1,560,4788.000000000001
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Jharkhand,Saraikela-Kharsawan,Wheat,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,70671,1.5,5,"12/31/2018, 1:29:59 PM",1,1060.065,2473.485
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Gujarat,Narmada,Groundnut (Pea Nut) - Summer,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,45000,1.5,5.5,"12/31/2017, 1:29:59 PM",1,675,1800
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Kerala,Wayanad,Tapioca,AGRICULTURE INSURANCE COMPANY,100000,2.5,2.5,"8/16/2018, 2:29:59 PM",1,2500,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Shahjahanpur,Pearl Millet (Bajra),TATA AIG GENERAL INSURANCE CO. LTD.,14959,2,5.93,"7/31/2018, 2:29:59 PM",1,299.18,587.8887
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Bastar,Wheat - IR,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,27000,1.5,10,"12/31/2018, 1:29:59 PM",1,405,2295
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Kannauj,Paddy (Dhan),RELIANCE GENERAL INSURANCE CO. LTD.,61138,2,2.5,"7/31/2018, 2:29:59 PM",1,1222.76,305.69
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Bharatpur,Bengal Gram (Chana),AGRICULTURE INSURANCE COMPANY,42642,1.5,15,"12/31/2018, 1:29:59 PM",1,639.63,5756.67
